stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1000,,"ON GARDNER AVE AT N CENTURY AVE",,  39.125786, -94.493797,,,0,
1001,,"ON NORFLEET RD AT NE 40TH ST SB",,  39.166947, -94.426329,,,0,
1007,,"ON NE ANTIOCH AT WINN SB",,  39.158694, -94.546843,,,0,
1010004,,"ON 11TH AT CENTRAL WESTBOUND",,  39.100989, -94.586833,,,0,
1010017,,"ON 6TH AT ANN SOUTHBOUND",,  39.113705, -94.624141,,,0,
101002,,"ON MINNESOTA AVE AT 7TH STREET EB",,  39.115464, -94.626530,,,0,place_7minn
1010023,,"ON MINNESOTA AT 10TH WESTBOUND",,  39.115575, -94.635032,,,0,
1010024,,"ON MINNESOTA AT 11TH WESTBOUND",,  39.115573, -94.638005,,,0,
1010041,,"ON STATE AT 41ST TERRACE WESTBOUND",,  39.116878, -94.677956,,,0,
1010042,,"ON 47TH AT MINNESOTA SOUTHBOUND",,  39.116093, -94.686572,,,0,
1010065,,"ON LEAVENWORTH RD AT N 5124 WESTBOUND",,  39.142950, -94.696774,,,0,
1010066,,"ON LEAVENWORTH RD AT N 51ST WESTBOUND",,  39.142976, -94.698548,,,0,
1010067,,"ON LEAVENWORTH RD AT N 53RD WESTBOUND",,  39.143037, -94.702038,,,0,
1010068,,"ON LEAVENWORTH RD AT N 55TH WESTBOUND",,  39.143055, -94.705678,,,0,
1010069,,"ON LEAVENWORTH RD AT N 56TH WESTBOUND",,  39.143076, -94.709156,,,0,
101007,,"ON STATE AVE AT 32ND STREET EB",,  39.116696, -94.665742,,,0,
1010070,,"ON LEAVENWORTH RD AT N 57TH WESTBOUND",,  39.143117, -94.711560,,,0,
1010072,,"ON LEAVENWORTH RD AT N 60TH WESTBOUND",,  39.143170, -94.717824,,,0,
1010073,,"ON LEAVENWORTH RD AT N 60TH EASTBOUND",,  39.143045, -94.718076,,,0,
1010075,,"ON LEAVENWORTH RD AT N 57TH EASTBOUND",,  39.142975, -94.711803,,,0,
1010076,,"ON LEAVENWORTH RD AT N 56TH EASTBOUND",,  39.142954, -94.709112,,,0,
1010077,,"ON LEAVENWORTH RD AT N 55TH EASTBOUND",,  39.142934, -94.705588,,,0,
1010078,,"ON LEAVENWORTH RD AT N 53RD EASTBOUND",,  39.142891, -94.701946,,,0,
1010079,,"ON LEAVENWORTH RD AT N 51ST EASTBOUND",,  39.142848, -94.696656,,,0,
10101,,"ON MINNESOTA AVE AT 7TH STREET WB",,  39.115568, -94.626944,,,0,place_7minn
1010118,,"ON MINNESOTA AT 10TH EASTBOUND",,  39.115483, -94.634994,,,0,
1010119,,"ON MINNESOTA AT 9TH EASTBOUND",,  39.115483, -94.632511,,,0,
1010120,,"ON MINNESOTA AT 8TH EASTBOUND",,  39.115482, -94.629722,,,0,
1010124,,"ON ANN AT 6TH EASTBOUND",,  39.113565, -94.624192,,,0,
1010125,,"ON 6TH AT MINNESOTA NORTHBOUND",,  39.115436, -94.623971,,,0,
1010129,,"ON 4TH AT STATE NORTHBOUND",,  39.116649, -94.618719,,,0,
1010130,,"ON 4TH AT WASHINGTON NORTHBOUND",,  39.118341, -94.618677,,,0,
1010133,,"ON BROADWAY AT 8TH SOUTHBOUND",,  39.104747, -94.588277,,,0,
1010138,,"ON 4TH AT STATE AVE SOUTHBOUND",,  39.116668, -94.618860,,,0,
1010139,,"ON 5TH AT STATE AVE NB",,  39.116463, -94.621309,,,0,
1010200,,"ON 12TH AT WASHINGTON WESTBOUND",,  39.100218, -94.589931,,,0,
1011301,,"ON STATE AVE AT CAMPUS DR WB",,  39.116796, -94.747172,,,0,
1011302,,"ON STATE AVE AT CAMPUS DR EB",,  39.116545, -94.746606,,,0,
1011303,,"ON MINNESOTA AT 12TH ST WB",,  39.115571, -94.640601,,,0,
1011304,,"ON MINNESOTA AT 13TH ST WB",,  39.115574, -94.642999,,,0,
1011305,,"ON MINNESOTA AT 14TH WB",,  39.115571, -94.644582,,,0,
1011306,,"ON MINNESOTA AT 16TH ST WB",,  39.115569, -94.646924,,,0,
1011307,,"ON MINNESOTA AT 18TH ST WB",,  39.115567, -94.648255,,,0,
1011308,,"ON HOEL PKWY AT STATE AVE NB",,  39.116468, -94.652205,,,0,
1011309,,"ON MINNESOTA AT 18TH ST EB",,  39.115476, -94.649455,,,0,
1011310,,"ON MINNESOTA AT 16TH ST EB",,  39.115462, -94.647157,,,0,
1011311,,"ON MINNESOTA AT 14TH ST EB",,  39.115463, -94.644815,,,0,
1011312,,"ON MINNESOTA AT 13TH ST EB",,  39.115467, -94.643231,,,0,
1011313,,"ON MINNESOTA AT 12TH ST EB",,  39.115464, -94.640834,,,0,
1011314,,"ON MINNESOTA AT 11TH ST EB",,  39.115468, -94.638241,,,0,
1011315,,"ON STATE AVE AT 94TH ST EB",,  39.116275, -94.797340,,,0,
1011316,,"ON VILLAGE WEST PKWY AT SUNFLOWER LANE SEB",,  39.124953, -94.828875,,,0,
1011317,,"ON VILLAGE WEST PKWY AT PRAIRIE CROSSING SEB",,  39.123487, -94.824360,,,0,
1011318,,"ON VILLAGE WEST PKWY AT CABELA DR SB",,  39.118815, -94.818811,,,0,
1011319,,"ON STATE AVE AT 92ND EB",,  39.116262, -94.791867,,,0,
1011320,,"ON STATE AVE AT 86TH ST EB",,  39.116218, -94.779253,,,0,
101152,,"ON ARMSTRONG AT 5TH WB",,  39.114622, -94.621248,,,0,
101154,,"ON STATE AVE AT 82ND EB",,  39.116220, -94.769007,,,0,
101155,,"ON VILLAGE PKWY AT PRAIRIE CROSSING WB",,  39.123864, -94.824600,,,0,
101156,,"ON VILLAGE WEST AT SUNFLOWER LANE NWB",,  39.125312, -94.828875,,,0,
101171,,"AMAZON ON TURNER DIAGONAL",,  39.100000, -94.738481,,,0,
1012501,,"ON MINNESOTA AT 5TH EB",,  39.115421, -94.621131,,,0,
1012700,,"ON PARALLEL PKWY AT 90TH EASTBOUND",,  39.128560, -94.788737,,,0,
1012703,,"ON N 82ND ST AT 1736 WALKER SOUTHBOUND",,  39.124194, -94.769904,,,0,
1012802,,"ON STATE AVE AT WASHINGTON EB",,  39.116711, -94.658122,,,0,
1012803,,"ON STATE AVE AT HOEL PKWY EB",,  39.116507, -94.652460,,,0,
1012806,,"ON ARMSTRONG AT 4TH WESTBOUND",,  39.114623, -94.618611,,,0,
1012810,,"ON STATE AVE AT 24TH WESTBOUND",,  39.116844, -94.655886,,,0,
1012814,,"ON STATE AVE AT 86TH WESTBOUND",,  39.116460, -94.779008,,,0,
1012815,,"ON STATE AVE AT 89TH WESTBOUND",,  39.116456, -94.785510,,,0,
1012816,,"ON STATE AVE AT 94TH WESTBOUND",,  39.116511, -94.798117,,,0,
1012817,,"ON STATE AVE AT 24TH EB",,  39.116727, -94.655599,,,0,
1012818,,"ON STATE AVE AT WASHINGTON WB",,  39.116837, -94.657894,,,0,
1012819,,"ON STATE AVE AT 32ND ST WB",,  39.116817, -94.665724,,,0,
1012820,,"ON 47TH ST AT MINNESOTA AVE NB",,  39.115906, -94.686450,,,0,
1012822,,"ON STATE AVE AT 95TH WESTBOUND",,  39.116526, -94.799386,,,0,
1012823,,"ON STATE AVE AT 89TH EB",,  39.116231, -94.785848,,,0,
10192,,"ON 11TH AT LYDIA WESTBOUND NEARSIDE",,  39.100584, -94.565064,,,0,
1020020,,"ON CENTRAL AT TREMONT WESTBOUND",,  39.102802, -94.624527,,,0,
1020021,,"ON CENTRAL AT 7TH WESTBOUND",,  39.102799, -94.625200,,,0,
1020022,,"ON CENTRAL AT SIMPSON WESTBOUND",,  39.102671, -94.627502,,,0,
1020023,,"ON CENTRAL AT 8TH WESTBOUND",,  39.101455, -94.629623,,,0,
1020024,,"ON CENTRAL AT 9TH WESTBOUND",,  39.100450, -94.631903,,,0,
1020025,,"ON CENTRAL AT FEREE WESTBOUND",,  39.100461, -94.634167,,,0,
1020026,,"ON CENTRAL AT 10TH WESTBOUND",,  39.100903, -94.635598,,,0,
1020027,,"ON CENTRAL AT BALTIMORE WESTBOUND",,  39.101386, -94.636923,,,0,
1020028,,"ON CENTRAL AT BETHANY WESTBOUND",,  39.102075, -94.638762,,,0,
1020029,,"ON CENTRAL AT 12TH WESTBOUND",,  39.102559, -94.639927,,,0,
1020030,,"ON CENTRAL AT VALLEY WESTBOUND",,  39.103052, -94.641318,,,0,
1020031,,"ON CENTRAL AT 13TH WESTBOUND",,  39.103851, -94.643466,,,0,
1020032,,"ON CENTRAL AT WILSON WESTBOUND",,  39.104253, -94.644632,,,0,
1020033,,"ON CENTRAL AT 16TH WESTBOUND",,  39.105099, -94.646929,,,0,
1020035,,"ON CENTRAL AT 19TH WESTBOUND",,  39.106404, -94.650422,,,0,
1020048,,"ON CENTRAL AT 18TH EASTBOUND",,  39.105662, -94.648741,,,0,
1020049,,"ON CENTRAL AT 16TH EASTBOUND",,  39.105085, -94.647198,,,0,
1020050,,"ON CENTRAL AT WILSON EASTBOUND",,  39.104241, -94.644875,,,0,
1020051,,"ON CENTRAL AT 13TH EASTBOUND",,  39.103830, -94.643703,,,0,
1020053,,"ON CENTRAL AT 12TH EASTBOUND",,  39.102513, -94.640254,,,0,
1020054,,"ON CENTRAL AT BETHANY EASTBOUND",,  39.102063, -94.639030,,,0,
1020056,,"ON CENTRAL AT 10TH EASTBOUND",,  39.100711, -94.635311,,,0,
1020057,,"ON CENTRAL AT 9TH EASTBOUND",,  39.100340, -94.632180,,,0,
1020058,,"ON CENTRAL AT COY EASTBOUND",,  39.101870, -94.628662,,,0,
1020059,,"ON CENTRAL AT PYLE EASTBOUND",,  39.102517, -94.627529,,,0,
1020060,,"ON CENTRAL AT 7TH EASTBOUND",,  39.102692, -94.626433,,,0,
1020072,,"ON CENTRAL AT 24TH EASTBOUND",,  39.108579, -94.656603,,,0,
1020073,,"ON CENTRAL AT 21ST WESTBOUND",,  39.107267, -94.652736,,,0,
1020075,,"ON CENTRAL AT 23RD WESTBOUND",,  39.108191, -94.655235,,,0,
1020076,,"ON WESTVIEW AT CENTRAL NORTHBOUND",,  39.109456, -94.657837,,,0,
1020077,,"ON WESTVIEW AT TAUROMEE NORTHBOUND",,  39.112277, -94.658684,,,0,
1020078,,"ON WESTVIEW AT ANN NORTHBOUND",,  39.113578, -94.660185,,,0,
1020081,,"ON STATE AT 29TH ST WESTBOUND",,  39.116825, -94.661696,,,0,
1020087,,"ON CENTRAL AT 11TH EB",,  39.101624, -94.637895,,,0,
1020089,,"ON STATE AVE AT 37TH ST EASTBOUND",,  39.116608, -94.670663,,,0,
1020090,,"ON STATE AVE AT 34TH ST EASTBOUND",,  39.116693, -94.667042,,,0,
1020091,,"ON STATE AVE AT 31ST EASTBOUND",,  39.116696, -94.664287,,,0,
1020092,,"ON STATE AVE AT 29TH ST EASTBOUND",,  39.116705, -94.661631,,,0,
1020095,,"ON WESTVIEW AT ANN SOUTHBOUND",,  39.113507, -94.660305,,,0,
1020096,,"ON WESTVIEW AT N  WASHINGTON SOUTHBOUND",,  39.112261, -94.658802,,,0,
1020097,,"ON WESTVIEW AT ORVILLE SOUTHBOUND",,  39.109543, -94.658083,,,0,
1020098,,"ON CENTRAL AT 2309 EASTBOUND",,  39.108094, -94.655296,,,0,
1020099,,"ON CENTRAL AT 21ST ST EASTBOUND",,  39.107250, -94.653005,,,0,
1020100,,"ON BUNKER AT 18TH ST WESTBOUND",,  39.099481, -94.649237,,,0,
1020101,,"ON CENTRAL AT 19TH ST EASTBOUND",,  39.106294, -94.650420,,,0,
1020102,,"ON STATE AVE AT 31ST WESTBOUND",,  39.116817, -94.664288,,,0,
1020103,,"ON STATE AVE AT 34TH WESTBOUND",,  39.116810, -94.667301,,,0,
1020104,,"ON STATE AVE AT 37TH WESTBOUND",,  39.116883, -94.670665,,,0,
1020106,,"ON 18TH AT CENTRAL SOUTHBOUND FARSIDE",,  39.105857, -94.649485,,,0,
1021510,,"ON N 6TH STREET AT SANDUSK SB",,  39.111289, -94.624014,,,0,
1021511,,"ON N 6TH AT ORVILLE SB",,  39.109800, -94.623932,,,0,
1021512,,"ON N 6TH AT SPLITLOG SB",,  39.108927, -94.623932,,,0,
1021513,,"ON N 6TH AT RIVERVIEW SB",,  39.105410, -94.623864,,,0,
1021514,,"ON N 6TH STREET AT CENTRAL NB",,  39.102877, -94.623328,,,0,
1021515,,"ON N 6TH AT RIVERVIEW NB",,  39.105826, -94.623770,,,0,
1021516,,"ON N 6TH AT ORVILLE NB",,  39.110045, -94.623804,,,0,
1021518,,"ON N 6TH ST AT SANDUSKY NB",,  39.111463, -94.623882,,,0,
1021519,,"ON BARNETT AT PEDESTRIAN CROSSING WB",,  39.112793, -94.626303,,,0,
1021520,,"ON CENTRAL AT 7TH BTWN TREMONT WB",,  39.102691, -94.625577,,,0,
102159,,"ON N 6TH STREET AT TAUROMEE SB",,  39.112134, -94.624042,,,0,
102181,,"ON N 29TH AT CALUMET AVE NORTHBOUND",,  39.116090, -94.661431,,,0,
1022500,,"ON CENTRAL AT TREMONT EB",,  39.102687, -94.624525,,,0,
1022601,,"ON CENTRAL AT VALLEY EB",,  39.102945, -94.641390,,,0,
1030001,,"ON 5TH ST  AT NEBRASKA NB",,  39.117647, -94.621301,,,0,
1030002,,"ON 5TH ST  AT WASHINGTON NB",,  39.119065, -94.621329,,,0,
1030003,,"ON 5TH ST  AT FREEMAN AVE NB",,  39.121323, -94.621319,,,0,
1030004,,"ON 5TH ST  AT WALKER NB",,  39.123204, -94.621349,,,0,
1030005,,"ON 5TH ST  AT RICHMOND NORTHBOUND",,  39.124118, -94.621330,,,0,
1030007,,"ON 3RD ST  AT RICHMOND NORTHBOUND",,  39.124379, -94.616048,,,0,
1030008,,"ON 3RD ST  AT GARFIELD NORTHBOUND",,  39.126420, -94.616041,,,0,
1030009,,"ON 3RD ST AT QUINDARO NORTHBOUND",,  39.130257, -94.616069,,,0,
1030010,,"ON QUINDARO AT 4TH ST WESTBOUND",,  39.130364, -94.619203,,,0,
1030011,,"ON QUINDARO AT 6TH ST WESTBOUND",,  39.130985, -94.623731,,,0,
1030012,,"ON 6TH ST AT ROWLAND NORTHBOUND",,  39.134510, -94.624099,,,0,
1030013,,"ON 7TH ST AT MANORCREST NORTHBOUND",,  39.139182, -94.622079,,,0,
1030014,,"ON FUNSTON AT BRINKERHOFF EASTBOUND",,  39.142890, -94.620621,,,0,
1030016,,"ON FUNSTON AT FIBERGLASS EASTBOUND",,  39.142913, -94.617038,,,0,
1030017,,"ON FUNSTON AT CHRYSLER EASTBOUND",,  39.142943, -94.612888,,,0,
1030018,,"ON FAIRFAX AT FUNSTON EASTBOUND",,  39.143108, -94.610677,,,0,
1030019,,"ON SUNSHINE AT CHRYSLER WESTBOUND",,  39.146634, -94.612535,,,0,
1030021,,"ON SUNSHINE AT DODGE WESTBOUND",,  39.146632, -94.618797,,,0,
1030022,,"ON SUNSHINE AT BRINKERHOFF WESTBOUND",,  39.146667, -94.620295,,,0,
1030023,,"ON SUNSHINE AT K-5 HWY EASTBOUND",,  39.146491, -94.629181,,,0,
1030024,,"ON SUNSHINE AT HARVESTER EASTBOUND",,  39.146528, -94.624308,,,0,
1030025,,"ON SUNSHINE AT 7TH ST EASTBOUND",,  39.146514, -94.622117,,,0,
1030026,,"ON 7TH ST  AT FUNSTON SOUTHBOUND",,  39.143046, -94.622180,,,0,
1030027,,"ON 7TH ST  AT MANORCREST SOUTHBOUND",,  39.139379, -94.622218,,,0,
1030028,,"ON 7TH ST  AT 6TH/ROWLAND SB",,  39.134811, -94.624130,,,0,
1030029,,"ON QUINDARO AT 7TH ST EASTBOUND",,  39.131632, -94.626501,,,0,
1030030,,"ON QUINDARO AT 6TH ST EASTBOUND",,  39.130880, -94.623803,,,0,
1030031,,"ON QUINDARO AT 4TH ST EASTBOUND",,  39.130256, -94.619407,,,0,
1030032,,"ON 3RD ST  AT EDGERTON SOUTHBOUND",,  39.128620, -94.616187,,,0,
1030033,,"ON 3RD ST  AT GARFIELD SOUTHBOUND",,  39.126349, -94.616147,,,0,
1030034,,"ON 3RD ST  AT RICHMOND SOUTHBOUND",,  39.124308, -94.616153,,,0,
103151,,"ON HILLTOP RD AT FAIRFAX BLUFFS WB",,  39.143153, -94.638783,,,0,
1031510,,"ON 7TH STREET AT FUNSTON RD NB",,  39.142842, -94.621963,,,0,
1031511,,"ON FAIRFAX AT SUNSHINE NB",,  39.146471, -94.610614,,,0,
1031512,,"ON SUNSHINE AT HARVESTER WB",,  39.146649, -94.624324,,,0,
1031513,,"ON SUNSHINE AT N 7TH ST WB",,  39.146626, -94.621883,,,0,
1031514,,"ON SUNSHINE AT MCCORMICK WB",,  39.146728, -94.628445,,,0,
103152,,"ON W PARKWOOD AT HILLTOP NB",,  39.146912, -94.637834,,,0,
1031522,,"ON QUINDARO AT 3RD WB",,  39.130279, -94.616252,,,0,
1031523,,"ON 3RD ST AT NEW JERSEY SOUTHBOUND",,  39.122447, -94.616173,,,0,
1031524,,"ON 3RD ST AT WASHINGTON SB",,  39.118407, -94.616135,,,0,
1031525,,"ON 3RD AT MINNESOTA SOUTHBOUND",,  39.115756, -94.616144,,,0,
1031526,,"ON JAMES ST AT RIVERVIEW AVE SB",,  39.107589, -94.612521,,,0,
1031527,,"ON JAMES AT LYON EASTBOUND",,  39.105584, -94.611122,,,0,
1031528,,"ON W 9TH AT GENESSEE EASTBOUND",,  39.104351, -94.606117,,,0,
1031531,,"ON W 9TH AT HICKORY/FORESTER EASTBOUND FARSIDE",,  39.103969, -94.601418,,,0,
1031532,,"ON W 4TH AT WASHINGTON EB",,  39.108328, -94.589771,,,0,
1031533,,"ON W 3RD AT DELAWARE EB",,  39.109537, -94.584684,,,0,
1031535,,"ON W 3RD AT DELAWARE WB",,  39.109686, -94.584492,,,0,
1031536,,"ON W 3RD AT WYANDOTTE WB",,  39.109442, -94.585712,,,0,
1031537,,"ON W 3RD AT BROADWAY BLVD WB",,  39.108935, -94.588281,,,0,
1031538,,"ON BEARDSLEY AT 550 BEARDSLEY SB",,  39.108197, -94.590806,,,0,
1031539,,"ON W 9TH AT HICKORY/FORESTER RD WESTBOUND",,  39.104368, -94.602808,,,0,
1031542,,"ON W 9TH AT GENESSEE WESTBOUND",,  39.104466, -94.606540,,,0,
1031543,,"ON W 9TH ST AT LYON AVE WB",,  39.105806, -94.611121,,,0,
1031544,,"ON JAMES AT RIVERVIEW NORTHBOUND",,  39.107481, -94.612290,,,0,
103157,,"ON CORONADO RD AT 3158 CORONADO RD SB",,  39.146271, -94.638138,,,0,
103159,,"ON 3RD AT EDGERTON AVE NB",,  39.128441, -94.616045,,,0,
103181,,"ON QUINDARO AT 5TH ST WESTBOUND",,  39.130362, -94.621316,,,0,
103182,,"ON QUINDARO AT 5TH ST EASTBOUND",,  39.130264, -94.621554,,,0,
1040016,,"ON MINNESOTA AT 8TH WESTBOUND",,  39.115583, -94.629808,,,0,
1040017,,"ON MINNESOTA AT 9TH WESTBOUND",,  39.115588, -94.632280,,,0,
1040018,,"ON 10TH AT MINNESOTA SOUTHBOUND",,  39.115424, -94.635209,,,0,
1040019,,"ON 10TH AT ANN SOUTHBOUND",,  39.113716, -94.635174,,,0,
1040020,,"ON 10TH AT GRANDVIEW BLVD SOUTHBOUND",,  39.111877, -94.635307,,,0,
1040021,,"ON 10TH AT ORVILLE SOUTHBOUND",,  39.109926, -94.635510,,,0,
1040022,,"ON 10TH AT SPLITLOG SOUTHBOUND",,  39.108688, -94.635551,,,0,
1040023,,"ON 10TH AT TENNY SOUTHBOUND",,  39.106111, -94.635551,,,0,
1040024,,"ON 10TH AT FORD SB",,  39.104952, -94.635546,,,0,
1040025,,"ON 10TH AT CALVIN SOUTHBOUND",,  39.103220, -94.635519,,,0,
1040026,,"ON 10TH AT RIDGE SOUTHBOUND",,  39.102368, -94.635511,,,0,
1040027,,"ON 10TH AT CENTRAL SOUTHBOUND",,  39.100901, -94.635524,,,0,
1040028,,"ON 10TH AT PACIFIC SOUTHBOUND",,  39.098878, -94.635487,,,0,
1040029,,"ON 10TH AT GILMORE SOUTHBOUND",,  39.096011, -94.635461,,,0,
1040031,,"ON 10TH AT RAY SOUTHBOUND",,  39.093948, -94.635454,,,0,
1040032,,"ON 10TH AT MONTANA SOUTHBOUND",,  39.092570, -94.635417,,,0,
1040033,,"ON 10TH AT KANSAS SOUTHBOUND",,  39.087558, -94.635375,,,0,
1040034,,"ON 10TH AT CUSTER SOUTHBOUND",,  39.086675, -94.635357,,,0,
1040035,,"ON 10TH AT SHAWNEE SOUTHBOUND",,  39.085930, -94.635343,,,0,
1040036,,"ON 10TH AT ARGENTINE BLVD SOUTHBOUND",,  39.084946, -94.635337,,,0,
1040037,,"ON ARGENTINE AT OSAGE SOUTHBOUND",,  39.084339, -94.636371,,,0,
1040038,,"ON 12TH ST AT METROPOLITAN SB",,  39.072070, -94.640336,,,0,
1040039,,"ON 12TH STREET AT OSAGE NORTHBOUND",,  39.084106, -94.639896,,,0,
1040040,,"ON OSAGE AT ARGENTINE EASTBOUND",,  39.084163, -94.635431,,,0,
1040042,,"ON RUBY AT VALLEY WESTBOUND",,  39.071538, -94.641591,,,0,
1040043,,"ON RUBY AT 14TH WESTBOUND",,  39.071534, -94.644291,,,0,
1040044,,"ON RUBY AT 15TH WESTBOUND",,  39.071555, -94.646155,,,0,
1040045,,"ON RUBY AT 17TH WESTBOUND",,  39.071564, -94.648301,,,0,
1040046,,"ON RUBY AT 18TH WESTBOUND",,  39.071573, -94.649365,,,0,
1040048,,"ON METROPOLITAN AT 22ND ST WB",,  39.072926, -94.653649,,,0,
1040049,,"ON METROPOLITAN AT 24TH WESTBOUND",,  39.073054, -94.656894,,,0,
1040050,,"ON STRONG AT 26TH WESTBOUND",,  39.075181, -94.659014,,,0,
1040051,,"ON STRONG AT 28TH WESTBOUND",,  39.075190, -94.661237,,,0,
1040052,,"ON STRONG AT 30TH WESTBOUND",,  39.075176, -94.663512,,,0,
1040053,,"ON STRONG AT 32ND WESTBOUND",,  39.075189, -94.666077,,,0,
1040054,,"ON STRONG AT 35TH WESTBOUND",,  39.075172, -94.669021,,,0,
1040055,,"ON STRONG AT 37TH WESTBOUND",,  39.075158, -94.671214,,,0,
1040056,,"ON STRONG AT 38TH WESTBOUND",,  39.075162, -94.672335,,,0,
1040057,,"ON STRONG AT 39TH WESTBOUND",,  39.075164, -94.673533,,,0,
1040058,,"ON STRONG AT 41ST WESTBOUND",,  39.075145, -94.675649,,,0,
1040059,,"ON METROPOLITAN AT 42ND EASTBOUND",,  39.073073, -94.677001,,,0,
1040060,,"ON METROPOLITAN AT 40TH EASTBOUND",,  39.073116, -94.675022,,,0,
1040061,,"ON 40TH AT RUBY SOUTHBOUND",,  39.071494, -94.674915,,,0,
1040062,,"ON 40TH AT BARBER SOUTHBOUND",,  39.069515, -94.674885,,,0,
1040064,,"AT DOUGLAS HEIGHTS 40TH & LAWRENCE",,  39.067251, -94.674877,,,0,
1040065,,"ON 40TH AT BARBER NORTHBOUND",,  39.069761, -94.674736,,,0,
1040066,,"ON 40TH AT RUBY NORTHBOUND",,  39.071314, -94.674769,,,0,
1040067,,"ON 40TH AT METROPOLITAN NORTHBOUND",,  39.073048, -94.674789,,,0,
1040068,,"ON METROPOLITAN AT 42ND WESTBOUND",,  39.073200, -94.677006,,,0,
1040069,,"ON 42ND AT STRONG NORTHBOUND",,  39.075003, -94.677122,,,0,
1040070,,"ON STRONG AT 41ST EASTBOUND",,  39.075051, -94.676017,,,0,
1040071,,"ON STRONG AT 39TH EASTBOUND",,  39.075046, -94.673944,,,0,
1040072,,"ON STRONG AT 38TH EASTBOUND",,  39.075050, -94.672636,,,0,
1040073,,"ON STRONG AT 37TH EASTBOUND",,  39.075054, -94.671540,,,0,
1040074,,"ON STRONG AT 35TH EASTBOUND",,  39.075052, -94.669355,,,0,
1040075,,"ON STRONG AT 32ND EASTBOUND",,  39.075075, -94.666016,,,0,
1040076,,"ON STRONG AT 30TH EASTBOUND",,  39.075049, -94.663898,,,0,
1040077,,"ON STRONG AT 29TH EASTBOUND",,  39.075063, -94.662749,,,0,
1040078,,"ON STRONG AT 28TH EASTBOUND",,  39.075056, -94.661557,,,0,
1040079,,"ON STRONG AT 26TH EASTBOUND",,  39.075056, -94.659429,,,0,
1040080,,"ON STRONG AT 24TH EASTBOUND",,  39.074650, -94.657086,,,0,
1040081,,"ON METROPOLITAN AT 24TH EASTBOUND",,  39.072861, -94.656857,,,0,
1040082,,"ON METROPOLITAN AT 22ND EASTBOUND",,  39.072837, -94.653556,,,0,
1040084,,"ON RUBY AT 18TH EASTBOUND",,  39.071420, -94.649006,,,0,
1040085,,"ON RUBY AT 17TH EASTBOUND",,  39.071429, -94.648187,,,0,
1040086,,"ON RUBY AT 15TH EB",,  39.071412, -94.646070,,,0,
1040087,,"ON RUBY AT 14TH EASTBOUND",,  39.071409, -94.644618,,,0,
1040088,,"ON RUBY AT VALLEY EASTBOUND",,  39.071405, -94.642105,,,0,
1040089,,"ON 12TH AT METROPOLITAN NORTHBOUND",,  39.072065, -94.640156,,,0,
1040090,,"ON 7TH AT STEIN NORTHBOUND",,  39.072660, -94.622670,,,0,
1040091,,"ON 7TH AT CHEYENNE NORTHBOUND",,  39.080787, -94.625615,,,0,
1040092,,"ON 7TH AT MIAMI NORTHBOUND",,  39.082318, -94.625613,,,0,
1040093,,"ON 10TH AT ARGENTINE NORTHBOUND",,  39.084766, -94.635194,,,0,
1040094,,"ON 10TH AT SHAWNEE NORTHBOUND",,  39.085750, -94.635207,,,0,
1040095,,"ON 10TH AT KANSAS NORTHBOUND",,  39.087281, -94.635222,,,0,
1040096,,"ON 10TH AT MCALPINE NORTHBOUND",,  39.089114, -94.635230,,,0,
1040097,,"ON 10TH AT MONTANA NORTHBOUND",,  39.092618, -94.635271,,,0,
1040098,,"ON 10TH AT RAY NORTHBOUND",,  39.094040, -94.635305,,,0,
1040099,,"ON 10TH AT IVANDALE NORTHBOUND",,  39.096177, -94.635305,,,0,
1040100,,"ON 10TH AT PACIFIC NORTHBOUND",,  39.098608, -94.635362,,,0,
1040101,,"ON 10TH AT CENTRAL NORTHBOUND",,  39.100693, -94.635365,,,0,
1040102,,"ON 10TH AT 15 N 10TH NORTHBOUND",,  39.101088, -94.635343,,,0,
1040103,,"ON 10TH AT CALVIN NORTHBOUND",,  39.103268, -94.635373,,,0,
1040104,,"ON 10TH AT FORD NB",,  39.104931, -94.635392,,,0,
1040105,,"ON 10TH AT TENNY NORTHBOUND",,  39.106159, -94.635404,,,0,
1040106,,"ON 10TH AT SPLITLOG NORTHBOUND",,  39.108490, -94.635430,,,0,
1040107,,"ON 10TH AT ORVILLE NORTHBOUND",,  39.109744, -94.635370,,,0,
1040108,,"ON 10TH AT GRANDVIEW BLVD NORTHBOUND",,  39.111681, -94.635190,,,0,
1040109,,"ON 10TH AT ANN NORTHBOUND",,  39.113526, -94.635042,,,0,
1040111,,"ON ARGENTINE AT 12TH ST SOUTHWESTBOUND",,  39.082545, -94.639795,,,0,
1040112,,"ON ARMSTRONG AT 8TH ST WESTBOUND",,  39.114646, -94.629508,,,0,
1041301,,"ON METROPOLITAN AT 21ST ST WESTBOUND",,  39.072930, -94.652002,,,0,
1041302,,"ON METROPOLITAN AT 21ST ST EB",,  39.072823, -94.651944,,,0,
1041303,,"ON 21ST ST BETWEEN METROPOLITAN AND RUBY SB",,  39.072053, -94.651861,,,0,
1041304,,"ON 21ST BETWEEN METROPOLITAN AND RUBY NORTHBOUND",,  39.072340, -94.651734,,,0,
104151,,"ON 24TH BETWEEN METROPOLITAN AND STRONG NORTHBOUND",,  39.074973, -94.657032,,,0,
